id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
291361,2007/08,,2008/02/08,Australia,Sri Lanka,Australia,bat,normal,0,Australia,128,0,NW Bracken,Sydney Cricket Ground,AL Hill,SJA Taufel,PD Parker
291360,2007/08,Brisbane,2008/02/05,India,Sri Lanka,India,bat,normal,0,,0,0,,"Brisbane Cricket Ground, Woolloongabba",SJ Davis,RE Koertzen,BNJ Oxenford
298809,2007/08,Johannesburg,2008/02/03,South Africa,West Indies,South Africa,field,D/L,1,South Africa,0,8,HH Gibbs,New Wanderers Stadium,DJ Harper,BG Jerling,M Erasmus
291359,2007/08,Brisbane,2008/02/03,Australia,India,India,bat,normal,0,,0,0,,"Brisbane Cricket Ground, Woolloongabba",SJ Davis,RE Koertzen,BNJ Oxenford
325804,2007/08,,2008/02/02,Pakistan,Zimbabwe,Zimbabwe,bat,normal,0,Pakistan,0,7,Younis Khan,Sheikhupura Stadium,Aleem Dar,EAR de Silva,Nadeem Ghauri
298808,2007/08,Durban,2008/02/01,South Africa,West Indies,West Indies,bat,normal,0,South Africa,0,5,AB de Villiers,Kingsmead,DJ Harper,IL Howell,BG Jerling
325803,2007/08,Faisalabad,2008/01/30,Pakistan,Zimbabwe,Zimbabwe,bat,normal,0,Pakistan,0,7,Shoaib Malik,Iqbal Stadium,Aleem Dar,EAR de Silva,Zameer Haider
298807,2007/08,Port Elizabeth,2008/01/27,South Africa,West Indies,West Indies,bat,normal,0,South Africa,0,7,JH Kallis,St George's Park,DJ Harper,IL Howell,BG Jerling
325802,2007/08,,2008/01/27,Pakistan,Zimbabwe,Pakistan,bat,normal,0,Pakistan,37,0,Shahid Afridi,Multan Cricket Stadium,EAR de Silva,Nadeem Ghauri,Zameer Haider
298806,2007/08,Cape Town,2008/01/25,South Africa,West Indies,South Africa,bat,normal,0,South Africa,86,0,SM Pollock,Newlands,DJ Harper,BG Jerling,M Erasmus
325801,2007/08,Sind,2008/01/24,Pakistan,Zimbabwe,Zimbabwe,bat,normal,0,Pakistan,0,5,Sohail Tanvir,"Niaz Stadium, Hyderabad",EAR de Silva,Nadeem Ghauri,Riazuddin
325800,2007/08,Karachi,2008/01/21,Pakistan,Zimbabwe,Zimbabwe,field,normal,0,Pakistan,104,0,Nasir Jamshed,National Stadium,EAR de Silva,Zameer Haider,Riazuddin
298805,2007/08,Centurion,2008/01/20,South Africa,West Indies,South Africa,field,normal,0,South Africa,0,6,JP Duminy,SuperSport Park,DJ Harper,RE Koertzen,BG Jerling
300428,2007/08,,2007/12/31,New Zealand,Bangladesh,New Zealand,field,normal,0,New Zealand,0,10,DL Vettori,Queenstown Events Centre,AL Hill,NJ Llong,GAV Baxter
300427,2007/08,Napier,2007/12/28,New Zealand,Bangladesh,New Zealand,bat,D/L,1,New Zealand,102,0,PG Fulton,McLean Park,AL Hill,PD Parker,EA Watkin
300426,2007/08,Auckland,2007/12/26,New Zealand,Bangladesh,New Zealand,field,normal,0,New Zealand,0,6,JM How,Eden Park,GAV Baxter,PD Parker,EA Watkin
291347,2007/08,Hobart,2007/12/20,Australia,New Zealand,New Zealand,field,normal,0,Australia,114,0,RT Ponting,Bellerive Oval,MR Benson,PD Parker,BNJ Oxenford
291346,2007/08,,2007/12/16,Australia,New Zealand,New Zealand,bat,normal,0,,0,0,,Sydney Cricket Ground,MR Benson,SJ Davis,BNJ Oxenford
291345,2007/08,,2007/12/14,Australia,New Zealand,New Zealand,bat,normal,0,Australia,0,7,RT Ponting,Adelaide Oval,MR Benson,SJ Davis,BNJ Oxenford
317581,2007/08,Bulawayo,2007/12/07,Zimbabwe,West Indies,West Indies,field,normal,0,West Indies,0,5,JE Taylor,Queens Sports Club,BG Jerling,RB Tiffin,KC Barbour
298798,2007/08,Cape Town,2007/12/02,South Africa,New Zealand,New Zealand,bat,normal,0,South Africa,0,5,HH Gibbs,Newlands,MR Benson,IL Howell,M Erasmus
317579,2007/08,,2007/12/02,Zimbabwe,West Indies,Zimbabwe,field,normal,0,West Indies,110,0,RS Morton,Harare Sports Club,BG Jerling,RB Tiffin,ID Robinson
298797,2007/08,Port Elizabeth,2007/11/30,South Africa,New Zealand,South Africa,bat,normal,0,New Zealand,0,7,BB McCullum,St George's Park,MR Benson,M Erasmus,IL Howell
317578,2007/08,,2007/11/30,Zimbabwe,West Indies,West Indies,field,normal,0,Zimbabwe,30,0,CJ Chibhabha,Harare Sports Club,KC Barbour,BG Jerling,ID Robinson
298796,2007/08,Durban,2007/11/25,South Africa,New Zealand,South Africa,field,normal,0,South Africa,0,2,AB de Villiers,Kingsmead,MR Benson,BG Jerling,M Erasmus
297805,2007/08,Jaipur,2007/11/18,India,Pakistan,India,field,normal,0,Pakistan,31,0,Shoaib Malik,Sawai Mansingh Stadium,BR Doctrove,SL Shastri,AM Saheba
297804,2007/08,Gwalior,2007/11/15,India,Pakistan,Pakistan,bat,normal,0,India,0,6,SR Tendulkar,Captain Roop Singh Stadium,BR Doctrove,AM Saheba,GA Pratapkumar
297803,2007/08,Kanpur,2007/11/11,India,Pakistan,Pakistan,field,normal,0,India,46,0,Yuvraj Singh,Green Park,IJ Gould,AM Saheba,SL Shastri
297802,2007/08,Chandigarh,2007/11/08,India,Pakistan,India,bat,normal,0,Pakistan,0,4,Younis Khan,"Punjab Cricket Association Stadium, Mohali",IJ Gould,SL Shastri,AM Saheba
297801,2007/08,Guwahati,2007/11/05,India,Pakistan,Pakistan,bat,normal,0,India,0,5,MS Dhoni,Nehru Stadium,IJ Gould,AM Saheba,GA Pratapkumar
299010,2007/08,Lahore,2007/10/29,Pakistan,South Africa,South Africa,bat,normal,0,South Africa,14,0,M Ntini,Gaddafi Stadium,BF Bowden,Nadeem Ghauri,Riazuddin
313994,2007/08,Nairobi,2007/10/28,Kenya,Bermuda,Bermuda,bat,normal,0,Kenya,0,1,,Gymkhana Club Ground,IL Howell,BB Pradhan,
313993,2007/08,Nairobi,2007/10/27,Kenya,Bermuda,Bermuda,bat,normal,0,Kenya,0,3,,Gymkhana Club Ground,IL Howell,BB Pradhan,
299009,2007/08,,2007/10/26,Pakistan,South Africa,Pakistan,bat,normal,0,South Africa,0,7,SM Pollock,Multan Cricket Stadium,Aleem Dar,BF Bowden,Zameer Haider
313992,2007/08,Nairobi,2007/10/25,Kenya,Bermuda,Kenya,field,normal,0,Kenya,0,8,,Gymkhana Club Ground,IL Howell,BB Pradhan,
299008,2007/08,Faisalabad,2007/10/23,Pakistan,South Africa,South Africa,bat,normal,0,Pakistan,0,6,Shahid Afridi,Iqbal Stadium,BF Bowden,Zameer Haider,Asad Rauf
299007,2007/08,Lahore,2007/10/20,Pakistan,South Africa,Pakistan,bat,normal,0,Pakistan,25,0,Mohammad Yousuf,Gaddafi Stadium,Asad Rauf,BF Bowden,Riazuddin
296687,2007/08,Nairobi,2007/10/20,Kenya,Canada,Canada,bat,normal,0,Kenya,0,4,,Gymkhana Club Ground,M Erasmus,BB Pradhan,
296685,2007/08,Nairobi,2007/10/18,Kenya,Canada,Kenya,field,normal,0,Kenya,0,4,,Gymkhana Club Ground,M Erasmus,BB Pradhan,
299006,2007/08,Lahore,2007/10/18,Pakistan,South Africa,South Africa,bat,normal,0,South Africa,45,0,AB de Villiers,Gaddafi Stadium,BF Bowden,Nadeem Ghauri,Zameer Haider
297799,2007/08,Mumbai,2007/10/17,India,Australia,Australia,bat,normal,0,India,0,2,M Kartik,Wankhede Stadium,Aleem Dar,AM Saheba,GA Pratapkumar
297798,2007/08,Nagpur,2007/10/14,India,Australia,Australia,bat,normal,0,Australia,18,0,A Symonds,Vidarbha Cricket Association Ground,Aleem Dar,AM Saheba,SL Shastri
291221,2007/08,Colombo,2007/10/13,Sri Lanka,England,Sri Lanka,bat,normal,0,Sri Lanka,107,0,CRD Fernando,R Premadasa Stadium,EAR de Silva,RE Koertzen,MG Silva
297797,2007/08,Vadodara,2007/10/11,India,Australia,India,bat,normal,0,Australia,0,9,MG Johnson,Reliance Stadium,Aleem Dar,AM Saheba,SL Shastri
291220,2007/08,Colombo,2007/10/10,Sri Lanka,England,Sri Lanka,bat,normal,0,England,0,5,AN Cook,R Premadasa Stadium,RE Koertzen,TH Wijewardene,EAR de Silva
297796,2007/08,Chandigarh,2007/10/08,India,Australia,India,bat,normal,0,India,8,0,MS Dhoni,Sector 16 Stadium,SA Bucknor,SL Shastri,GA Pratapkumar
297795,2007/08,Hyderabad,2007/10/05,India,Australia,Australia,bat,normal,0,Australia,47,0,A Symonds,"Rajiv Gandhi International Stadium, Uppal",SA Bucknor,SL Shastri,GA Pratapkumar
291218,2007/08,,2007/10/04,Sri Lanka,England,England,bat,normal,0,England,65,0,OA Shah,Rangiri Dambulla International Stadium,RE Koertzen,TH Wijewardene,MG Silva
297794,2007/08,Kochi,2007/10/02,India,Australia,India,field,normal,0,Australia,84,0,BJ Haddin,Nehru Stadium,SA Bucknor,SL Shastri,GA Pratapkumar
291217,2007/08,,2007/10/01,Sri Lanka,England,Sri Lanka,bat,normal,0,Sri Lanka,119,0,MF Maharoof,Rangiri Dambulla International Stadium,EAR de Silva,RE Koertzen,TH Wijewardene
297793,2007/08,Bangalore,2007/09/29,India,Australia,Australia,bat,normal,0,,0,0,,M Chinnaswamy Stadium,SA Bucknor,SL Shastri,AM Saheba
258477,2007,London,2007/09/08,England,India,India,bat,normal,0,England,0,7,KP Pietersen,Lord's,Aleem Dar,IJ Gould,PJ Hartley
258476,2007,London,2007/09/05,England,India,England,bat,normal,0,India,0,2,SR Tendulkar,Kennington Oval,Aleem Dar,PJ Hartley,IJ Gould
258475,2007,Leeds,2007/09/02,England,India,England,field,D/L,1,India,38,0,SC Ganguly,Headingley,Aleem Dar,NJ Llong,IJ Gould
258474,2007,Manchester,2007/08/30,England,India,India,bat,normal,0,England,0,3,SCJ Broad,Old Trafford,Aleem Dar,IJ Gould,MR Benson
258473,2007,Birmingham,2007/08/27,England,India,India,field,normal,0,England,42,0,IR Bell,Edgbaston,MR Benson,BR Doctrove,PJ Hartley
300488,2007,,2007/08/26,Zimbabwe,South Africa,South Africa,bat,normal,0,South Africa,28,0,AB de Villiers,Harare Sports Club,KC Barbour,SJ Davis,ID Robinson
300487,2007,,2007/08/25,Zimbabwe,South Africa,South Africa,field,normal,0,South Africa,0,8,HH Gibbs,Harare Sports Club,SJ Davis,RB Tiffin,KC Barbour
258472,2007,Bristol,2007/08/24,England,India,India,bat,normal,0,India,9,0,R Dravid,County Ground,BR Doctrove,IJ Gould,NJ Llong
300486,2007,Bulawayo,2007/08/22,Zimbabwe,South Africa,Zimbabwe,bat,normal,0,South Africa,0,5,GB Brent,Queens Sports Club,SJ Davis,RB Tiffin,ID Robinson
258471,2007,Southampton,2007/08/21,England,India,India,field,normal,0,England,104,0,IR Bell,The Rose Bowl,MR Benson,BR Doctrove,IJ Gould
275789,2007,Glasgow,2007/08/16,Scotland,India,India,field,D/L,1,India,0,7,G Gambhir,Titwood,IJ Gould,IL Howell,PK Baldwin
293483,2007,Colombo,2007/07/25,Sri Lanka,Bangladesh,Bangladesh,field,normal,0,Sri Lanka,39,0,J Mubarak,R Premadasa Stadium,EAR de Silva,RE Koertzen,REJ Martinesz
293482,2007,Colombo,2007/07/23,Sri Lanka,Bangladesh,Sri Lanka,field,normal,0,Sri Lanka,0,5,ST Jayasuriya,R Premadasa Stadium,RE Koertzen,TH Wijewardene,REJ Martinesz
293481,2007,Colombo,2007/07/20,Sri Lanka,Bangladesh,Bangladesh,field,normal,0,Sri Lanka,70,0,CRD Fernando,P Saravanamuttu Stadium,EAR de Silva,RE Koertzen,TH Wijewardene
295788,2007,Dublin,2007/07/14,Ireland,West Indies,Ireland,bat,normal,0,,0,0,,Clontarf Cricket Club Ground,NJ Llong,AM Saheba,
295785,2007,Belfast,2007/07/13,Netherlands,Scotland,Scotland,bat,normal,0,,0,0,,"Civil Service Cricket Club, Stormont",DB Hair,Shahul Hameed,
258467,2007,Nottingham,2007/07/07,England,West Indies,West Indies,bat,normal,0,West Indies,93,0,DBL Powell,Trent Bridge,MR Benson,BG Jerling,PJ Hartley
258466,2007,Birmingham,2007/07/04,England,West Indies,England,field,normal,0,West Indies,61,0,S Chanderpaul,Edgbaston,BG Jerling,NJ Llong,NA Mallender
258465,2007,London,2007/07/01,England,West Indies,West Indies,field,normal,0,England,79,0,FH Edwards,Lord's,BG Jerling,NJ Llong,PJ Hartley
293078,2007,Belfast,2007/07/01,India,South Africa,India,field,normal,0,India,0,6,Yuvraj Singh,"Civil Service Cricket Club, Stormont",Aleem Dar,MR Benson,BF Bowden
293077,2007,Belfast,2007/06/29,India,South Africa,India,field,normal,0,India,0,6,SR Tendulkar,"Civil Service Cricket Club, Stormont",MR Benson,BF Bowden,Aleem Dar
293076,2007,Belfast,2007/06/26,India,South Africa,South Africa,field,normal,0,South Africa,0,4,JH Kallis,"Civil Service Cricket Club, Stormont",Aleem Dar,MR Benson,BF Bowden
293072,2007,Belfast,2007/06/24,Ireland,South Africa,Ireland,field,normal,0,South Africa,42,0,AR Cusack,"Civil Service Cricket Club, Stormont",Aleem Dar,BF Bowden,MR Benson
293071,2007,Belfast,2007/06/23,Ireland,India,India,field,D/L,1,India,0,9,G Gambhir,"Civil Service Cricket Club, Stormont",MR Benson,BF Bowden,Aleem Dar
289110,2007,Chennai,2007/06/10,Africa XI,Asia XI,Asia XI,bat,normal,0,Asia XI,13,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AL Hill,PD Parker,AM Saheba
289108,2007,Chennai,2007/06/09,Africa XI,Asia XI,Asia XI,bat,normal,0,Asia XI,31,0,CRD Fernando,"MA Chidambaram Stadium, Chepauk",AL Hill,PD Parker,SL Shastri
289107,2007,Bangalore,2007/06/06,Africa XI,Asia XI,Asia XI,bat,normal,0,Asia XI,34,0,SM Pollock,M Chinnaswamy Stadium,AL Hill,PD Parker,AM Saheba
282689,2007,Mirpur,2007/05/12,Bangladesh,India,India,bat,normal,0,India,46,0,G Gambhir,Shere Bangla National Stadium,EAR de Silva,Enamul Haque,AFM Akhtaruddin
282688,2007,Mirpur,2007/05/10,Bangladesh,India,Bangladesh,bat,normal,0,India,0,5,MS Dhoni,Shere Bangla National Stadium,EAR de Silva,Nadir Shah,AFM Akhtaruddin
247507,2006/07,Barbados,2007/04/28,Australia,Sri Lanka,Australia,bat,D/L,1,Australia,53,0,AC Gilchrist,"Kensington Oval, Bridgetown",Aleem Dar,SA Bucknor,RE Koertzen
247506,2006/07,St Lucia,2007/04/25,Australia,South Africa,South Africa,bat,normal,0,Australia,0,7,GD McGrath,"Beausejour Stadium, Gros Islet",Aleem Dar,SA Bucknor,BF Bowden
247505,2006/07,Jamaica,2007/04/24,New Zealand,Sri Lanka,Sri Lanka,bat,normal,0,Sri Lanka,81,0,DPMD Jayawardene,"Sabina Park, Kingston",RE Koertzen,SJA Taufel,DJ Harper
247504,2006/07,Barbados,2007/04/21,West Indies,England,England,field,normal,0,England,0,1,KP Pietersen,"Kensington Oval, Bridgetown",RE Koertzen,SJA Taufel,BF Bowden
247503,2006/07,Grenada,2007/04/20,Australia,New Zealand,Australia,bat,normal,0,Australia,215,0,ML Hayden,"National Cricket Stadium, St George's",Aleem Dar,Asad Rauf,BR Doctrove
247502,2006/07,Barbados,2007/04/19,West Indies,Bangladesh,Bangladesh,field,normal,0,West Indies,99,0,RR Sarwan,"Kensington Oval, Bridgetown",BF Bowden,RE Koertzen,SJA Taufel
247501,2006/07,Grenada,2007/04/18,Ireland,Sri Lanka,Sri Lanka,field,normal,0,Sri Lanka,0,8,MF Maharoof,"National Cricket Stadium, St George's",MR Benson,BR Doctrove,DJ Harper
247500,2006/07,Barbados,2007/04/17,England,South Africa,England,bat,normal,0,South Africa,0,9,AJ Hall,"Kensington Oval, Bridgetown",SA Bucknor,SJA Taufel,BF Bowden
247499,2006/07,Grenada,2007/04/16,Australia,Sri Lanka,Sri Lanka,bat,normal,0,Australia,0,7,NW Bracken,"National Cricket Stadium, St George's",Aleem Dar,BR Doctrove,MR Benson
247498,2006/07,Barbados,2007/04/15,Bangladesh,Ireland,Ireland,bat,normal,0,Ireland,74,0,WTS Porterfield,"Kensington Oval, Bridgetown",BF Bowden,SA Bucknor,SJA Taufel
247497,2006/07,Grenada,2007/04/14,New Zealand,South Africa,New Zealand,field,normal,0,New Zealand,0,5,CD McMillan,"National Cricket Stadium, St George's",MR Benson,DJ Harper,BR Doctrove
247496,2006/07,Barbados,2007/04/13,Australia,Ireland,Australia,field,normal,0,Australia,0,9,GD McGrath,"Kensington Oval, Bridgetown",BF Bowden,RE Koertzen,SA Bucknor
247495,2006/07,Grenada,2007/04/12,New Zealand,Sri Lanka,New Zealand,bat,normal,0,Sri Lanka,0,6,WPUJC Vaas,"National Cricket Stadium, St George's",Asad Rauf,BR Doctrove,Aleem Dar
247494,2006/07,Barbados,2007/04/11,Bangladesh,England,England,field,normal,0,England,0,4,SI Mahmood,"Kensington Oval, Bridgetown",SA Bucknor,SJA Taufel,RE Koertzen
247493,2006/07,Grenada,2007/04/10,West Indies,South Africa,West Indies,field,normal,0,South Africa,67,0,AB de Villiers,"National Cricket Stadium, St George's",MR Benson,DJ Harper,Aleem Dar
247492,2006/07,Guyana,2007/04/09,Ireland,New Zealand,New Zealand,bat,normal,0,New Zealand,129,0,PG Fulton,Providence Stadium,SA Bucknor,SJA Taufel,BR Doctrove
247491,2006/07,Antigua,2007/04/08,Australia,England,England,bat,normal,0,Australia,0,7,SW Tait,"Sir Vivian Richards Stadium, North Sound",BF Bowden,RE Koertzen,Asad Rauf
247490,2006/07,Guyana,2007/04/07,Bangladesh,South Africa,South Africa,field,normal,0,Bangladesh,67,0,Mohammad Ashraful,Providence Stadium,MR Benson,BR Doctrove,SA Bucknor
247489,2006/07,Antigua,2007/04/04,England,Sri Lanka,England,field,normal,0,Sri Lanka,2,0,RS Bopara,"Sir Vivian Richards Stadium, North Sound",Asad Rauf,BF Bowden,RE Koertzen
247488,2006/07,Guyana,2007/04/03,Ireland,South Africa,South Africa,field,D/L,1,South Africa,0,7,JH Kallis,Providence Stadium,DJ Harper,SJA Taufel,MR Benson
247487,2006/07,Antigua,2007/04/02,Bangladesh,New Zealand,New Zealand,field,normal,0,New Zealand,0,9,SE Bond,"Sir Vivian Richards Stadium, North Sound",Aleem Dar,RE Koertzen,Asad Rauf
247486,2006/07,Guyana,2007/04/01,West Indies,Sri Lanka,West Indies,field,normal,0,Sri Lanka,113,0,ST Jayasuriya,Providence Stadium,MR Benson,DJ Harper,SJA Taufel
247485,2006/07,Antigua,2007/03/31,Australia,Bangladesh,Australia,field,normal,0,Australia,0,10,GD McGrath,"Sir Vivian Richards Stadium, North Sound",Aleem Dar,BF Bowden,RE Koertzen
247484,2006/07,Guyana,2007/03/30,England,Ireland,England,bat,normal,0,England,48,0,PD Collingwood,Providence Stadium,BR Doctrove,SJA Taufel,DJ Harper
247483,2006/07,Antigua,2007/03/29,West Indies,New Zealand,New Zealand,field,normal,0,New Zealand,0,7,JDP Oram,"Sir Vivian Richards Stadium, North Sound",Asad Rauf,RE Koertzen,Aleem Dar
247482,2006/07,Guyana,2007/03/28,South Africa,Sri Lanka,Sri Lanka,bat,normal,0,South Africa,0,1,SL Malinga,Providence Stadium,SA Bucknor,DJ Harper,MR Benson
247481,2006/07,Antigua,2007/03/28,West Indies,Australia,West Indies,field,normal,0,Australia,103,0,ML Hayden,"Sir Vivian Richards Stadium, North Sound",Aleem Dar,Asad Rauf,BF Bowden
247480,2006/07,Trinidad,2007/03/25,Bangladesh,Bermuda,Bangladesh,field,D/L,1,Bangladesh,0,7,Mohammad Ashraful,"Queen's Park Oval, Port of Spain",SJ Davis,IL Howell,Aleem Dar
247479,2006/07,St Lucia,2007/03/24,England,Kenya,Kenya,bat,normal,0,England,0,7,EC Joyce,"Beausejour Stadium, Gros Islet",RE Koertzen,PD Parker,BR Doctrove
247478,2006/07,St Kitts,2007/03/24,Australia,South Africa,South Africa,field,normal,0,Australia,83,0,ML Hayden,"Warner Park, Basseterre",MR Benson,SA Bucknor,AL Hill
247477,2006/07,Jamaica,2007/03/23,West Indies,Ireland,Ireland,bat,D/L,1,West Indies,0,8,S Chanderpaul,"Sabina Park, Kingston",BF Bowden,IJ Gould,BG Jerling
247476,2006/07,Trinidad,2007/03/23,India,Sri Lanka,India,field,normal,0,Sri Lanka,69,0,M Muralitharan,"Queen's Park Oval, Port of Spain",Aleem Dar,DJ Harper,SJ Davis
247474,2006/07,St Kitts,2007/03/22,Netherlands,Scotland,Netherlands,field,normal,0,Netherlands,0,8,WF Stelling,"Warner Park, Basseterre",EAR de Silva,AL Hill,MR Benson
247475,2006/07,St Lucia,2007/03/22,Canada,New Zealand,Canada,field,normal,0,New Zealand,114,0,L Vincent,"Beausejour Stadium, Gros Islet",Asad Rauf,BR Doctrove,RE Koertzen
247473,2006/07,Jamaica,2007/03/21,Pakistan,Zimbabwe,Zimbabwe,field,D/L,1,Pakistan,93,0,Imran Nazir,"Sabina Park, Kingston",BG Jerling,SJA Taufel,IJ Gould
247472,2006/07,Trinidad,2007/03/21,Bangladesh,Sri Lanka,Bangladesh,field,D/L,1,Sri Lanka,198,0,ST Jayasuriya,"Queen's Park Oval, Port of Spain",SJ Davis,DJ Harper,IL Howell
247471,2006/07,St Lucia,2007/03/20,Kenya,New Zealand,Kenya,field,normal,0,New Zealand,148,0,LRPL Taylor,"Beausejour Stadium, Gros Islet",BR Doctrove,RE Koertzen,PD Parker
247470,2006/07,St Kitts,2007/03/20,Scotland,South Africa,South Africa,field,normal,0,South Africa,0,7,GC Smith,"Warner Park, Basseterre",MR Benson,EAR de Silva,SA Bucknor
247469,2006/07,Jamaica,2007/03/19,West Indies,Zimbabwe,West Indies,field,normal,0,West Indies,0,6,SC Williams,"Sabina Park, Kingston",IJ Gould,SJA Taufel,BF Bowden
247468,2006/07,Trinidad,2007/03/19,Bermuda,India,Bermuda,field,normal,0,India,257,0,V Sehwag,"Queen's Park Oval, Port of Spain",Aleem Dar,IL Howell,DJ Harper
247467,2006/07,St Lucia,2007/03/18,Canada,England,Canada,field,normal,0,England,51,0,PD Collingwood,"Beausejour Stadium, Gros Islet",BR Doctrove,PD Parker,Asad Rauf
247466,2006/07,St Kitts,2007/03/18,Australia,Netherlands,Australia,bat,normal,0,Australia,229,0,BJ Hodge,"Warner Park, Basseterre",SA Bucknor,AL Hill,EAR de Silva
247464,2006/07,Trinidad,2007/03/17,Bangladesh,India,India,bat,normal,0,Bangladesh,0,5,Mashrafe Mortaza,"Queen's Park Oval, Port of Spain",Aleem Dar,SJ Davis,IL Howell
247465,2006/07,Jamaica,2007/03/17,Ireland,Pakistan,Ireland,field,D/L,1,Ireland,0,3,NJ O'Brien,"Sabina Park, Kingston",BF Bowden,BG Jerling,SJA Taufel
247462,2006/07,St Kitts,2007/03/16,Netherlands,South Africa,Netherlands,field,normal,0,South Africa,221,0,HH Gibbs,"Warner Park, Basseterre",MR Benson,AL Hill,SA Bucknor
247463,2006/07,St Lucia,2007/03/16,England,New Zealand,New Zealand,field,normal,0,New Zealand,0,6,SB Styris,"Beausejour Stadium, Gros Islet",Asad Rauf,RE Koertzen,PD Parker
247461,2006/07,Jamaica,2007/03/15,Ireland,Zimbabwe,Zimbabwe,field,normal,0,,0,0,JP Bray,"Sabina Park, Kingston",IJ Gould,BG Jerling,BF Bowden
247460,2006/07,Trinidad,2007/03/15,Bermuda,Sri Lanka,Sri Lanka,bat,normal,0,Sri Lanka,243,0,DPMD Jayawardene,"Queen's Park Oval, Port of Spain",DJ Harper,IL Howell,Aleem Dar
247458,2006/07,St Kitts,2007/03/14,Australia,Scotland,Scotland,field,normal,0,Australia,203,0,RT Ponting,"Warner Park, Basseterre",SA Bucknor,EAR de Silva,AL Hill
247457,2006/07,Jamaica,2007/03/13,West Indies,Pakistan,Pakistan,field,normal,0,West Indies,54,0,DR Smith,"Sabina Park, Kingston",BF Bowden,SJA Taufel,BG Jerling
251496,2006/07,Hamilton,2007/02/20,New Zealand,Australia,Australia,bat,normal,0,New Zealand,0,1,ML Hayden,Seddon Park,Aleem Dar,GAV Baxter,AL Hill
251495,2006/07,Auckland,2007/02/18,New Zealand,Australia,New Zealand,field,normal,0,New Zealand,0,5,LRPL Taylor,Eden Park,Aleem Dar,AL Hill,BF Bowden
267713,2006/07,Visakhapatnam,2007/02/17,India,Sri Lanka,India,field,normal,0,India,0,7,LPC Silva,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,AM Saheba,SJA Taufel,SL Shastri
251494,2006/07,Wellington,2007/02/16,New Zealand,Australia,New Zealand,field,normal,0,New Zealand,0,10,SE Bond,Westpac Stadium,Aleem Dar,BF Bowden,GAV Baxter
250672,2006/07,Johannesburg,2007/02/14,South Africa,Pakistan,Pakistan,bat,normal,0,South Africa,0,9,SM Pollock,New Wanderers Stadium,RE Koertzen,RB Tiffin,KH Hurter
267715,2006/07,Margao,2007/02/14,India,Sri Lanka,Sri Lanka,bat,normal,0,India,0,5,Z Khan,"Nehru Stadium, Fatorda",AM Saheba,SJA Taufel,SL Shastri
249241,2006/07,,2007/02/11,Australia,England,England,bat,D/L,1,England,34,0,,Sydney Cricket Ground,SJ Davis,IL Howell,DJ Harper
267712,2006/07,Rajkot,2007/02/11,India,Sri Lanka,India,field,normal,0,Sri Lanka,5,0,KC Sangakkara,Madhavrao Scindia Cricket Ground,SL Shastri,SJA Taufel,GA Pratapkumar
250671,2006/07,Cape Town,2007/02/11,South Africa,Pakistan,South Africa,field,normal,0,South Africa,0,10,SM Pollock,Newlands,BG Jerling,RB Tiffin,M Erasmus
250670,2006/07,Port Elizabeth,2007/02/09,South Africa,Pakistan,Pakistan,bat,normal,0,,0,0,,St George's Park,SA Bucknor,RE Koertzen,BG Jerling
249240,2006/07,,2007/02/09,Australia,England,Australia,bat,normal,0,England,0,4,PD Collingwood,Melbourne Cricket Ground,Asad Rauf,DJ Harper,RL Parry
267710,2006/07,Kolkata,2007/02/08,India,Sri Lanka,India,field,normal,0,,0,0,,Eden Gardens,SL Shastri,SJA Taufel,GA Pratapkumar
250669,2006/07,Durban,2007/02/07,South Africa,Pakistan,Pakistan,bat,normal,0,Pakistan,141,0,Younis Khan,Kingsmead,SA Bucknor,BG Jerling,RE Koertzen
249239,2006/07,Brisbane,2007/02/06,England,New Zealand,England,bat,normal,0,England,14,0,PD Collingwood,"Brisbane Cricket Ground, Woolloongabba",DJ Harper,IL Howell,RL Parry
267391,2006/07,Nairobi,2007/02/05,Kenya,Canada,Kenya,bat,normal,0,Kenya,158,0,TM Odoyo,Jaffery Sports Club Ground,R Dill,TH Wijewardene,
250668,2006/07,Centurion,2007/02/04,South Africa,Pakistan,Pakistan,field,normal,0,South Africa,164,0,JH Kallis,SuperSport Park,RE Koertzen,PD Parker,KH Hurter
267389,2006/07,Nairobi,2007/02/04,Kenya,Scotland,Scotland,bat,normal,0,Scotland,77,0,RM Haq,Gymkhana Club Ground,GAV Baxter,DB Hair,
249231,2006/07,,2007/02/04,Australia,New Zealand,New Zealand,bat,normal,0,Australia,0,5,RT Ponting,Melbourne Cricket Ground,Asad Rauf,SJ Davis,RL Parry
267387,2006/07,Nairobi,2007/02/04,Bermuda,Netherlands,Netherlands,field,normal,0,Netherlands,0,8,RN ten Doeschate,Ruaraka Sports Club Ground,Shahul Hameed,TH Wijewardene,
267386,2006/07,Nairobi,2007/02/02,Bermuda,Canada,Bermuda,field,normal,0,Canada,56,0,JM Davison,Gymkhana Club Ground,DB Hair,TH Wijewardene,
